Population,Generation,GFP,wbar,ubar
66,9,0.02813,1.4141799503530421,2.01805
66,10,0.00041,1.5448894179566133,2.13374
66,11,0.0,1.5644183757725287,2.32908
66,12,0.0,1.6085191095800684,2.77166
67,0,0.5,1.0,0.0
67,1,0.50112,1.00005134560006,0.00137
67,2,0.50992,1.0002137274773213,0.00392
67,3,0.50522,1.0018486115070244,0.0218
67,4,0.4828,1.0210087464902085,0.19023
67,5,0.44539,1.0958999837505108,0.79646
67,6,0.46201,1.1254129298579343,1.00418
67,7,0.47092,1.1349632180944584,1.06327
67,8,0.62045,1.2148423454397346,1.4206
67,9,0.98714,1.3906315292580393,1.98843
67,10,0.99986,1.397091001370394,2.00529
67,11,1.0,1.4003315094313304,2.03017
67,12,1.0,1.4367559677756545,2.25933
68,0,0.5,1.0,0.0
68,1,0.50102,1.0000497665449775,0.00104
68,2,0.5026,1.0004217384004237,0.00708
68,3,0.50779,1.0018861710460158,0.03029
68,4,0.53464,1.0087924126124463,0.12755
68,5,0.62227,1.0339497022629967,0.45077
68,6,0.61711,1.0749712337461856,0.85936
68,7,0.37535,1.1088830782661545,1.01506
68,8,0.36398,1.1738064044567749,1.32066
68,9,0.90647,1.295805757154781,1.94332
68,10,0.99274,1.3137153370758905,2.0177
68,11,0.9991,1.3608805519874594,2.25347
68,12,1.0,1.5132818347528216,2.93006
69,0,0.5,1.0,0.0
69,1,0.49667,1.0000247083259814,0.00072
69,2,0.49741,1.0003998063958928,0.00404
69,3,0.47983,1.0084384195029443,0.0655
69,4,0.38174,1.084095251136992,0.62088
69,5,0.32967,1.1418214833009261,1.0353
69,6,0.28879,1.1730253050643118,1.32086
69,7,0.12807,1.2168207007388656,1.76858
69,8,0.03106,1.2465825757483073,2.04643
69,9,0.00595,1.328182214786496,2.65515
69,10,0.00121,1.3931192912937869,3.16764
69,11,0.00017,1.5348319076696413,3.72193
69,12,0.0,1.6384098259719004,4.00435
70,0,0.5,1.0,0.0
70,1,0.50706,1.0001054830205507,0.00185
70,2,0.51341,1.0013583332702016,0.01471
70,3,0.54802,1.0146294515479684,0.13514
70,4,0.75985,1.0808811072140552,0.69419
70,5,0.91488,1.1198057077007064,0.97599
70,6,0.95951,1.1288459656416376,1.00483
70,7,0.97808,1.135386219902381,1.01959
70,8,0.98951,1.1525437390284334,1.11633
70,9,0.99694,1.2446665296868527,1.69166
70,10,0.99986,1.3045319969006612,1.99896
70,11,1.0,1.3953094567661246,2.35693
70,12,1.0,1.5087891376572282,2.9313
71,0,0.5,1.0,0.0
71,1,0.50499,1.000080541740796,0.00187
71,2,0.50589,1.001118062337542,0.01167
71,3,0.48941,1.0270828670260588,0.18563
71,4,0.32928,1.1424100671524555,0.88834
71,5,0.17348,1.1666126898103761,1.00737
71,6,0.08957,1.1778340017071718,1.07339
71,7,0.02147,1.2742788668914085,1.57874
71,8,0.00031,1.429140912305242,1.9942
71,9,0.0,1.4553405160981538,2.0116
71,10,0.0,1.4761983158560024,2.11202
71,11,0.0,1.5807213387440553,2.68338
71,12,0.0,1.6460137881570203,2.99866
72,0,0.5,1.0,0.0
72,1,0.505,1.0000566940028823,0.00129
72,2,0.50484,1.0003022945297104,0.00436
72,3,0.50473,1.0027653847547615,0.03038
72,4,0.42266,1.0269623492935818,0.2606
72,5,0.27061,1.0907808636886196,0.83874
72,6,0.26219,1.1225750919840858,1.12049
72,7,0.21358,1.1573465825791374,1.49041
72,8,0.27384,1.2230903030764062,1.92594
72,9,0.70877,1.3196497307054074,2.16603
72,10,0.81976,1.350355540136955,2.26187
72,11,0.92647,1.4409207888603925,2.69073
72,12,0.99185,1.5056375893198835,2.99202
73,0,0.5,1.0,0.0
73,1,0.49852,1.0000735696340177,0.00175
73,2,0.50503,1.0004705824697429,0.00764
73,3,0.48425,1.0039457237556189,0.04767
73,4,0.366,1.02917868903984,0.30501
73,5,0.08749,1.0937879026491497,0.84992
73,6,0.00501,1.2116004204653066,1.42482
73,7,2e-05,1.3323713495603864,1.98669
73,8,0.0,1.3414705763278092,2.04436
73,9,0.0,1.3859022095989526,2.34936
73,10,0.0,1.4688777185080808,2.88713
73,11,0.0,1.4902856371496656,3.02052
73,12,0.0,1.5056254163508362,3.12773
74,0,0.5,1.0,0.0
74,1,0.51066,1.0001062505036267,0.00153
74,2,0.52829,1.0072924752817787,0.03464
74,3,0.95414,1.2452579424750865,0.9098
74,4,0.9998,1.273502707568946,1.00679
74,5,1.0,1.3014725380615624,1.10363
74,6,1.0,1.6410414355542362,1.98012
74,7,1.0,1.6547498897630506,2.00502
74,8,1.0,1.6566417317787314,2.01773
74,9,1.0,1.681422665636944,2.13065
74,10,1.0,1.9006755313126409,2.84995
74,11,1.0,1.956674937954648,3.01207
74,12,1.0,1.9663872781388656,3.06404
75,0,0.5,1.0,0.0
75,1,0.49704,1.0000254275530747,0.00074
75,2,0.49284,1.000142608080931,0.00318
75,3,0.48985,1.0009494807415402,0.01364
75,4,0.47434,1.0080411266315603,0.0881
75,5,0.35757,1.0626845204152853,0.52934
75,6,0.3892,1.1508567841079425,0.96939
75,7,0.66791,1.1835595391179523,1.01277
75,8,0.82228,1.1985701896641414,1.05596
75,9,0.75834,1.2155179495819135,1.22161
75,10,0.49507,1.246032677929693,1.57655
75,11,0.34907,1.281849361970405,1.89675
75,12,0.5194,1.3384120951652367,2.10103
76,0,0.5,1.0,0.0
76,1,0.49184,1.0000765440883275,0.00147
76,2,0.50164,1.00084912880873,0.00842
76,3,0.56013,1.0170441162717896,0.12967
76,4,0.88951,1.1122807648459885,0.79657
76,5,0.99076,1.1448311907058084,1.01526
76,6,0.9949,1.164154741826409,1.16876
76,7,0.99832,1.2500658728343632,1.76496
76,8,0.99984,1.322301843018223,2.21019
76,9,1.0,1.3660161273211582,2.60713
76,10,1.0,1.4507471662385032,3.08547
76,11,1.0,1.7374077994443877,3.98176
76,12,1.0,1.747749228994025,4.01545
77,0,0.5,1.0,0.0
77,1,0.50475,1.0001468735668946,0.00153
77,2,0.51764,1.0052175024505825,0.03242
77,3,0.79304,1.104792762733948,0.61337
77,4,0.98245,1.1707400078114674,0.99556
77,5,0.99175,1.1757219726140935,1.03647
77,6,0.99471,1.1962890817064493,1.21807
77,7,0.99863,1.2725001792528803,1.75743
77,8,0.99996,1.336568854134047,1.9896
77,9,1.0,1.3635272202437199,2.01052
77,10,1.0,1.3965148670466911,2.08935
77,11,1.0,1.6382279712057894,2.90036
77,12,1.0,1.8350631766366614,3.56001
78,0,0.5,1.0,0.0
78,1,0.49638,1.0000716775861125,0.00155
78,2,0.49282,1.000506696746227,0.0062
78,3,0.50543,1.029284473368417,0.15011
78,4,0.2832,1.22195551002767,0.96178
78,5,0.11018,1.242544917438201,1.00862
78,6,0.03506,1.2798700477464988,1.18231
78,7,0.00437,1.423210908314852,1.89494
78,8,0.00073,1.4470839130371913,2.00215
78,9,0.00015,1.4528163110848056,2.02191
78,10,0.0,1.4769483090858155,2.15481
78,11,0.0,1.5897742326662792,2.72106
78,12,0.0,1.6842767717321279,2.98626
79,0,0.5,1.0,0.0
79,1,0.50656,1.0000602919798705,0.00141
79,2,0.50908,1.0006338077655268,0.00866
79,3,0.50591,1.0066299021719876,0.06286
79,4,0.5403,1.066475113589176,0.51506
79,5,0.76455,1.1527912993699585,0.97708
79,6,0.91467,1.1812472094401523,1.01157
79,7,0.9611,1.1935351584739706,1.03015
79,8,0.8688,1.226291017600543,1.22861
79,9,0.73192,1.3450871871059578,1.8896
79,10,0.79994,1.4071541518999389,2.20835
79,11,0.5624,1.4732647201451656,2.68919
79,12,0.33209,1.5072571539975173,2.95239
80,0,0.5,1.0,0.0
80,1,0.49878,1.0000546378291644,0.00135
80,2,0.49351,1.0003579096835946,0.00557
80,3,0.4795,1.006330326160728,0.05047
80,4,0.20676,1.1022690314820516,0.62664
80,5,0.03013,1.1699037960049847,1.00634
80,6,0.03987,1.1963872235936803,1.19065
80,7,0.02569,1.2750863710999738,1.77316
80,8,0.00481,1.303726011550367,1.98784
80,9,0.00066,1.310956793917694,2.05001
80,10,8e-05,1.3365050678497794,2.27994
80,11,3e-05,1.4000761337536642,2.81018
80,12,0.0,1.4464872281689025,3.10703
81,0,0.5,1.0,0.0
81,1,0.50192,1.00007221436342,0.0019
81,2,0.49609,1.0004260915385215,0.00726
81,3,0.50868,1.004558961884932,0.04924
81,4,0.6278,1.0409322757515318,0.37548
81,5,0.86703,1.1031060443090361,0.89879
81,6,0.94038,1.1161736225412202,0.99686
81,7,0.95909,1.1186849226951958,1.01431
81,8,0.96408,1.139202558012071,1.14099
81,9,0.99525,1.3253439334069885,1.91674
81,10,0.99996,1.3557366250144938,2.02462
81,11,1.0,1.418152865325303,2.33922
81,12,1.0,1.5736028389783363,2.95788
82,0,0.5,1.0,0.0
82,1,0.48844,1.0000646641965523,0.0012
82,2,0.48604,1.000750592002327,0.00817
82,3,0.52431,1.0098574813539036,0.08586
82,4,0.71992,1.075551026959324,0.61638
82,5,0.82034,1.1248648438657627,0.98527
82,6,0.58521,1.3310182966705935,1.75083
82,7,0.22668,1.4227483195977242,2.0146
82,8,0.05531,1.4958672218976852,2.28388
82,9,0.00122,1.6553905539333529,2.95018
82,10,0.0,1.6698331059107847,3.01851
82,11,0.0,1.674621733992746,3.06106
82,12,0.0,1.7022553433659542,3.24761
83,0,0.5,1.0,0.0
83,1,0.50588,1.00005004754854,0.00155
83,2,0.51375,1.0004072276265605,0.00616
83,3,0.50592,1.0067938483099939,0.0587
83,4,0.28943,1.087596968306338,0.61941
83,5,0.02767,1.2285496956604114,1.57568
83,6,0.00085,1.2829118267538144,1.96534
83,7,1e-05,1.290786288069839,2.02215
83,8,0.0,1.328610812041686,2.26937
83,9,0.0,1.425015393054387,2.90698
83,10,0.0,1.4684620306562097,3.24067
83,11,0.0,1.5237381588624903,3.69454
83,12,0.0,1.560322414561594,3.94988
84,0,0.5,1.0,0.0
84,1,0.49609,1.0000442624124117,0.00096
84,2,0.49182,1.0002719337976476,0.00504
84,3,0.48889,1.0015225810309984,0.02077
84,4,0.51689,1.014028868562265,0.14282
84,5,0.72368,1.0787430947454806,0.67963
84,6,0.8872,1.1199168072091865,0.97938
84,7,0.91662,1.1264665082942658,1.02157
84,8,0.93148,1.138489735861408,1.13069
84,9,0.97028,1.2007024374840995,1.60638
84,10,0.99678,1.2780495801112963,2.00056
84,11,0.99991,1.3085267375466,2.10726
84,12,0.99999,1.358740575223022,2.46165
85,0,0.5,1.0,0.0
85,1,0.49318,1.000056585044389,0.00146
85,2,0.49726,1.0002647435366299,0.00483
85,3,0.49305,1.0021502087570264,0.02744
85,4,0.49759,1.0181896228106295,0.18732
85,5,0.38635,1.086915278066022,0.74531
85,6,0.21611,1.131272888455124,0.99082
85,7,0.10066,1.198474274385586,1.02193
85,8,0.00573,1.4155164776070062,1.49
85,9,0.0,1.5693290281788934,1.997
85,10,0.0,1.5747439873464153,2.02609
85,11,0.0,1.604140116273398,2.21065
85,12,0.0,1.6962430137635514,2.7654
86,0,0.5,1.0,0.0
86,1,0.50428,1.000077068109497,0.00163
86,2,0.50179,1.00176674764654,0.01631
86,3,0.54363,1.0429416253720984,0.28949
86,4,0.75837,1.1629244293760013,1.10242
86,5,0.885,1.198328305254109,1.48636
86,6,0.96619,1.2312076131752112,1.83353
86,7,0.99526,1.2810649369932807,2.02092
86,8,0.99988,1.3374265919721913,2.21583
86,9,1.0,1.3796632561812776,2.63043
86,10,1.0,1.4639168350023815,3.51575
86,11,1.0,1.5239812381511026,3.99045
86,12,1.0,1.6554255535852074,4.60438
87,0,0.5,1.0,0.0
87,1,0.49936,1.0000660019684207,0.00134
87,2,0.49519,1.000483559406271,0.00661
87,3,0.47766,1.0057808000400386,0.0546
87,4,0.32357,1.0662213081884224,0.49949
87,5,0.26619,1.168246904502271,1.08327
87,6,0.13977,1.294599908245629,1.77782
87,7,0.01479,1.3345952122027374,2.03621
87,8,0.00045,1.592651138098334,2.76686
87,9,0.0,1.760198615073978,3.00133
87,10,0.0,1.7627736534277538,3.00467
87,11,0.0,1.7648385068549328,3.01998
87,12,0.0,1.7821258366977868,3.12288
88,0,0.5,1.0,0.0
88,1,0.49744,1.0000995080986563,0.00174
88,2,0.48809,1.00235415141333,0.0175
88,3,0.31448,1.0658370401485617,0.39998
88,4,0.03403,1.1631565550328544,0.98237
88,5,0.0182,1.1696295958523033,1.03377
88,6,0.01248,1.1799690113115853,1.14309
88,7,0.00377,1.287701404866876,1.6779
88,8,0.0001,1.393952710060936,1.99507
88,9,0.0,1.4042528500518323,2.01462
88,10,0.0,1.4111588072339512,2.07085
88,11,0.0,1.4357881162484876,2.29441
88,12,0.0,1.498623859718535,2.75237
89,0,0.5,1.0,0.0
89,1,0.49543,1.000054633739952,0.00106
89,2,0.49239,1.0002762492729926,0.00488
89,3,0.49951,1.0028026706166462,0.02923
89,4,0.65989,1.05374857914829,0.3602
89,5,0.97203,1.161121879539047,0.9592
89,6,0.99859,1.1719684844625389,1.00534
89,7,0.99981,1.1797280562113106,1.05873
89,8,1.0,1.2388116033646908,1.4826
89,9,1.0,1.3048674331472674,1.94394
89,10,1.0,1.314501405623735,2.00718
89,11,1.0,1.3199525677018238,2.04344
89,12,1.0,1.42164602434744,2.46048
90,0,0.5,1.0,0.0
90,1,0.50061,1.0000297160222815,0.00081
90,2,0.50724,1.000138861957547,0.00243
90,3,0.50792,1.0011178818030975,0.01439
90,4,0.50093,1.0147913794791064,0.12921
90,5,0.41581,1.0926190953343304,0.72727
90,6,0.30897,1.1306718459810912,0.98763
90,7,0.21672,1.1425861359949372,1.04002
90,8,0.09986,1.2032917427531211,1.38089
90,9,0.0097,1.280626378329525,1.85828
90,10,0.00125,1.2944538772713565,1.96174
90,11,0.00026,1.3006632428381217,2.00507
90,12,0.0,1.6492403868293066,2.84916
91,0,0.5,1.0,0.0
91,1,0.49782,1.0000997497098476,0.00193
91,2,0.49958,1.0010575015459953,0.01192
91,3,0.51677,1.0151720753949214,0.12547
91,4,0.66552,1.1047772253233243,0.7608
91,5,0.83705,1.1636999302508866,1.1299
91,6,0.96499,1.2539740827025392,1.74972
91,7,0.99646,1.291867136538489,1.98857
91,8,0.99961,1.323487020854335,2.02384
91,9,0.99997,1.382191545365817,2.07957
91,10,1.0,1.4204736560262265,2.2572
91,11,1.0,1.4661264917919976,2.65003
91,12,1.0,1.5171511145440408,3.00908
92,0,0.5,1.0,0.0
92,1,0.50713,1.000025261427831,0.00102
92,2,0.50032,1.0002431350440593,0.00408
92,3,0.50848,1.0041236545568297,0.03721
92,4,0.59822,1.0548570580780954,0.41145
92,5,0.84406,1.1348208154572383,0.94831
92,6,0.93813,1.1466205886046466,1.00384
92,7,0.9721,1.1502817665000398,1.02412
92,8,0.95839,1.16667775416584,1.158
92,9,0.82229,1.2390903942965508,1.70074
92,10,0.73622,1.2847814243039024,2.00423
92,11,0.72565,1.3212738880817168,2.19609
92,12,0.87624,1.5399864198463036,2.92949
93,0,0.5,1.0,0.0
93,1,0.49768,1.0002880067653055,0.00198
93,2,0.40444,1.0387944904241553,0.17364
93,3,0.01386,1.2202073761858296,0.97781
93,4,2e-05,1.2289409084829455,1.02061
93,5,0.0,1.3108775984721655,1.40263
93,6,0.0,1.4374409918111128,1.97939
93,7,0.0,1.4443168578939825,2.01486
93,8,0.0,1.4556741073933683,2.09902
93,9,0.0,1.5145503443254456,2.5077
93,10,0.0,1.579573383458227,2.92946
93,11,0.0,1.5967573644421122,3.03281
93,12,0.0,1.620380449048674,3.15563
94,0,0.5,1.0,0.0
94,1,0.50098,1.0000273198967538,0.00087
94,2,0.50163,1.0003332528925304,0.00505
94,3,0.49961,1.003971658290383,0.03796
94,4,0.52479,1.049131160559638,0.3836
94,5,0.7608,1.1386332406172663,0.94337
94,6,0.91116,1.1590587333847249,1.01049
94,7,0.97094,1.165636134481633,1.03694
94,8,0.99091,1.1750351003525743,1.13521
94,9,0.99754,1.2048799183321277,1.44792
94,10,0.99974,1.2822428201045835,1.89049
94,11,0.99995,1.365530858841979,2.06619
94,12,0.99999,1.3902374785604226,2.14637
95,0,0.5,1.0,0.0
95,1,0.49826,1.0000465232968248,0.00121
95,2,0.50214,1.0005205031383415,0.0066
95,3,0.56369,1.0330323278739446,0.15392
95,4,0.98531,1.254695502043293,0.98324
95,5,0.99971,1.2628352459577048,1.01108
95,6,1.0,1.2706878719814592,1.07334
95,7,1.0,1.3274544912611126,1.48283
95,8,1.0,1.3934533256854156,1.93291
95,9,1.0,1.4049405288750507,2.00381
95,10,1.0,1.408271990364191,2.02584
95,11,1.0,1.4224689225982208,2.13728
95,12,1.0,1.4767848262758554,2.54822
96,0,0.5,1.0,0.0
96,1,0.49621,1.0000694281005105,0.00104
96,2,0.49485,1.002022606024279,0.01434
96,3,0.34304,1.0521303406381088,0.32496
96,4,0.02437,1.1548590190057169,0.95813
96,5,0.00071,1.1749405437375793,1.06559
96,6,0.0,1.338524904781764,1.81662
96,7,0.0,1.3797549994852134,1.99914
96,8,0.0,1.381931766653074,2.01131
96,9,0.0,1.4013614054302412,2.1314
96,10,0.0,1.5384129191724278,2.7587
96,11,0.0,1.6890355786126192,3.00303
96,12,0.0,1.726735609318404,3.04706
97,0,0.5,1.0,0.0
97,1,0.49801,1.0000531830162769,0.00115
97,2,0.5043,1.0006596547672884,0.00846
97,3,0.54616,1.0125692538907,0.09632
97,4,0.86465,1.1130050059797112,0.75007
97,5,0.99137,1.153936378968093,0.99274
97,6,0.99705,1.1573939350857767,1.01372
97,7,0.99596,1.169013898214419,1.11137
97,8,0.99762,1.229085242901103,1.58806
97,9,0.99961,1.3110274294137885,2.09575
97,10,1.0,1.4889331021645202,2.8968
97,11,1.0,1.5120356975927403,3.00336
97,12,1.0,1.5146174536034878,3.02378
98,0,0.5,1.0,0.0
98,1,0.50622,1.000050698677314,0.00081
98,2,0.52027,1.0037003473674027,0.01989
98,3,0.85713,1.1580192534101388,0.71304
98,4,0.99873,1.2250041988322116,1.0039
98,5,0.99999,1.233154574823748,1.05785
98,6,1.0,1.3480413444921835,1.60119
98,7,1.0,1.4776386582442307,1.99552
98,8,1.0,1.5010556578623226,2.05086
98,9,1.0,1.6617211065795272,2.68297
98,10,1.0,1.7484219415223508,3.02827
98,11,1.0,1.836668078676411,3.43249
98,12,1.0,1.9486486028065078,3.94884
99,0,0.5,1.0,0.0
99,1,0.49831,1.0000416874792943,0.00129
99,2,0.50863,1.0041827323441674,0.0209
99,3,0.88877,1.187041091104229,0.78105
99,4,0.99921,1.242348684412145,1.0134
99,5,1.0,1.3152854035986419,1.33685
99,6,1.0,1.4934204090506773,1.98123
99,7,1.0,1.534603692139922,2.10851
99,8,1.0,1.74649846030872,2.88541
99,9,1.0,1.78012354454127,3.01163
99,10,1.0,1.7920197118755568,3.07411
99,11,1.0,1.8707074392556673,3.47081
99,12,1.0,1.9664387947096924,3.93053
